,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
1480,龜山區,房地(土地+建物),桃園市龜山區華亞三路199巷1~30號,14.03,住,,,1081226,土地1建物1車位0,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,93.91,2,1,1,有,有,6800000,72410,,0.0,0,,RPVOMLLLJHPFFHH56CA
1481,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,14.24,住,,,1081226,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,125.53,2,1,1,有,有,8000000,67697,坡道平面,31.73,1650000,,RPTNMLLLJHPFFHH88CA
1482,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,14.24,住,,,1081226,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,126.63,2,1,1,有,有,7870000,66311,坡道平面,32.83,1650000,,RPUNMLLLJHPFFHH98CA
1483,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,19.34,住,,,1081226,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,163.51999999999998,3,1,2,有,有,9580000,60295,坡道平面,32.83,1700000,,RPVNMLLLJHPFFHH09CA
1484,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,19.34,住,,,1081226,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,163.51999999999998,3,1,2,有,有,10300000,65422,坡道平面,32.83,1750000,,RPPOMLLLJHPFFHH58CA
1485,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,18.07,住,,,1081226,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,153.3,3,1,2,有,有,9680000,66464,坡道平面,31.73,1600000,,RPQOMLLLJHPFFHH68CA
1486,龜山區,房地(土地+建物),桃園市龜山區華亞三路199巷1~30號,13.6,住,,,1081226,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,91.82,2,1,1,有,有,6100000,66434,,0.0,0,,RPROMLLLJHPFFHH78CA
1487,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,13.81,住,,,1081226,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,123.55,2,1,1,有,有,8300000,72969,坡道平面,31.73,1600000,,RPVPMLKLJHPFFHH56CA
1488,龜山區,房地(土地+建物),桃園市龜山區華亞三路199巷1~30號,13.6,住,,,1081226,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,91.82,2,1,1,有,有,7000000,76236,,0.0,0,,RPWPMLKLJHPFFHH66CA
1490,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,19.13,住,,,1081226,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,159.92,3,1,2,有,有,11130000,73806,坡道平面,32.83,1750000,,RPOQMLKLJHPFFHH58CA
1492,龜山區,房地(土地+建物)+車位,桃園市龜山區華亞三路199巷1~30號,21.68,住,,,1081226,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081205,176.49,3,1,2,有,有,10500000,60908,坡道平面,32.83,1750000,,RPQQMLKLJHPFFHH78CA
1493,龜山區,房地(土地+建物)+車位,桃園市龜山區長峰路61~90號,11.68,住,,,1081219,土地1建物1車位1,七層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030224,107.94,2,1,1,有,有,6000000,55586,坡道平面,26.81,0,,RPORMLKLJHPFFHH68CA
